"","row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1","ENSG00000061918",390.590801492166,-2.28128052328808,0.140972685079698,-9.08885662895417,1.00085997541768e-19,3.26794642976396e-18,"GUCY1B3"
"2","ENSG00000171016",92.6178421214689,-2.95688965835291,0.217370983683556,-9.00253394078442,2.20566974600936e-19,7.06682529869504e-18,"PYGO1"
"3","ENSG00000109436",575.763741721926,-2.24392446593691,0.145823152311138,-8.53036329431963,1.45888838583447e-17,4.14576544955421e-16,"TBC1D9"
"4","ENSG00000169439",1454.27786512071,-2.07684631016493,0.127197667832379,-8.46592809849311,2.54120907598022e-17,7.120801104218e-16,"SDC2"
"5","ENSG00000221890",248.427446038197,-3.20047403985224,0.262032819576225,-8.39770393422844,4.5529337973933e-17,1.2451727583815e-15,"NPTXR"
"6","ENSG00000159337",38.9836501328396,3.22849447519123,0.267904366794644,8.31824617812009,8.9274438952648e-17,2.40120847367052e-15,"PLA2G4D"
"7","ENSG00000158764",44.8769848313375,4.9189662216434,0.475982208782099,8.23343005124268,1.81927627980378e-16,4.78781977685697e-15,"ITLN2"
"8","ENSG00000159164",118.353407762212,-2.22685088207715,0.149128581484102,-8.22679911434649,1.92282533634962e-16,5.04867180863657e-15,"SV2A"
"9","ENSG00000115461",11414.3145395832,-2.3236594658987,0.165067098564216,-8.01891762448202,1.06681016804563e-15,2.67375164258123e-14,"IGFBP5"
"10","ENSG00000175426",1140.04105893971,4.31661971923908,0.422804455794875,7.84433483087073,4.35254350725051e-15,1.047122113574e-13,"PCSK1"
"11","ENSG00000131459",290.904251165999,-2.40231593985238,0.180791139821182,-7.75655234675434,8.72692976153078e-15,2.06320069728694e-13,"GFPT2"
"12","ENSG00000152377",652.584721010577,-2.56917592584228,0.205921522663235,-7.6202618626151,2.53161606893882e-14,5.79289336899213e-13,"SPOCK1"
"13","ENSG00000106538",1843.51002696657,-2.23011448115586,0.161429839689275,-7.62011833452613,2.53443265886768e-14,5.79545918903347e-13,"RARRES2"
"14","ENSG00000269190",133.527742141213,-2.70431573200553,0.22725891542676,-7.49944497801139,6.408861692838e-14,1.42453410813628e-12,"FBXO17"
"15","ENSG00000128872",363.522847518973,-2.29363251463357,0.174298938575159,-7.42191848790717,1.15435853420438e-13,2.52643411333616e-12,"TMOD2"
"16","ENSG00000172346",67.7211282719624,-2.48941931315265,0.201725125112032,-7.38341003544039,1.5428593275622e-13,3.34883739505025e-12,"CSDC2"
"17","ENSG00000137710",847.058752118737,-2.27151239943496,0.173291970066043,-7.33739941296982,2.17783956895412e-13,4.65905028186894e-12,"RDX"
"18","ENSG00000182472",211.171636423938,2.59865065087511,0.218362267485374,7.32109383770798,2.45957764489159e-13,5.24863429265067e-12,"CAPN12"
"19","ENSG00000215386",22.05665808005,-2.87365467525104,0.258542222773237,-7.24699685472415,4.26113857892442e-13,8.98096692103023e-12,"MIR99AHG"
"20","ENSG00000183741",1245.05593204885,-2.18784119616839,0.167169560244552,-7.10560699226998,1.19794858273314e-12,2.45081210348983e-11,"CBX6"
"21","ENSG00000197410",50.037748689795,-3.73568628107214,0.390063184628481,-7.01344394672306,2.32522147669934e-12,4.67038903657131e-11,"DCHS2"
"22","ENSG00000105467",16.2045049614848,2.96719166987094,0.285917516987994,6.88027683855953,5.97363572752609e-12,1.16894511151235e-10,"SYNGR4"
"23","ENSG00000164816",1148.26408853968,4.61301301956608,0.530631581160322,6.80889179582107,9.83534161820846e-12,1.88681811762107e-10,"DEFA5"
"24","ENSG00000153250",930.878687057227,-2.04790980767776,0.15437108749548,-6.78825176837889,1.13500457929253e-11,2.16524924931331e-10,"RBMS1"
"25","ENSG00000185565",385.912675779965,-2.34278882782529,0.198574693856509,-6.76213469978,1.35973192736379e-11,2.58386857525618e-10,"LSAMP"
"26","ENSG00000212747",168.849153207976,-1.98460183077477,0.145797224654475,-6.75322752616304,1.44591917991291e-11,2.73835804335259e-10,"FAM127C"
"27","ENSG00000196420",17.7472868922313,2.57630561150577,0.235364790831694,6.69728724477303,2.12324019896661e-11,3.96639833015697e-10,"S100A5"
"28","ENSG00000171873",15.1295477172238,-2.80399501401663,0.276077079351759,-6.5343889404093,6.38697681600946e-11,1.15343470381458e-09,"ADRA1D"
"29","ENSG00000133107",27.0540410098822,-2.14159608519219,0.175609125528525,-6.50077882773097,7.99052375330015e-11,1.42793541573612e-09,"TRPC4"
"30","ENSG00000144230",24.2396472910467,-2.78833978025291,0.275262020346936,-6.4968635266097,8.20117942290736e-11,1.46404971149614e-09,"GPR17"
"31","ENSG00000105928",158.243203644641,-2.1373582603487,0.176728878163506,-6.43561070588832,1.22977857111057e-10,2.165956220092e-09,"DFNA5"
"32","ENSG00000109790",572.002707695274,-1.9751772527041,0.151579294248017,-6.43344631957774,1.24742662886276e-10,2.19590765882093e-09,"KLHL5"
"33","ENSG00000255330",4.37087679661203,-2.78935935388443,0.280365453516848,-6.38223907916994,1.7451721704936e-10,3.03615551249334e-09,"RP3-403A15.5"
"34","ENSG00000266835",24.3405731881148,2.3016232453747,0.204556323142282,6.36315331337542,1.97653221013395e-10,3.42645690342999e-09,"GAPLINC"
"35","ENSG00000108691",557.63340982275,-2.13880213767192,0.180175256617196,-6.32052457730889,2.60676865663891e-10,4.46244332978757e-09,"CCL2"
"36","ENSG00000067798",55.1654725189677,-2.4286898280268,0.227802618527876,-6.27161284299274,3.5732718711388e-10,6.02643671370257e-09,"NAV3"
"37","ENSG00000143341",349.457509738149,-2.12752907898759,0.180122863316319,-6.25977767745955,3.85526692714532e-10,6.4866525381504e-09,"HMCN1"
"38","ENSG00000172548",31.4321447229672,-2.72746432309462,0.276816370728764,-6.24047023861627,4.36257397135602e-10,7.29642631040983e-09,"NIPAL4"
"39","ENSG00000103034",175.544853571569,-1.95493756211557,0.15340171081484,-6.22507765423952,4.81317553887263e-10,8.02258503032178e-09,"NDRG4"
"40","ENSG00000166503",603.383162188098,-2.22881734674209,0.198057871210447,-6.20433482008099,5.49287314106472e-10,9.11108011646961e-09,"RP11-382A20.3"
"41","ENSG00000166147",3829.05363151067,-1.956450977371,0.154362983468814,-6.19611616643979,5.78734200613188e-10,9.57628624499634e-09,"FBN1"
"42","ENSG00000132386",2230.88028403272,-1.83802696412328,0.13543555176179,-6.18764388834357,6.10700955493268e-10,1.00905862080681e-08,"SERPINF1"
"43","ENSG00000142173",15883.0547888379,-1.91059178478483,0.149966744238115,-6.07195808251333,1.26359920435521e-09,2.0318627657614e-08,"COL6A2"
"44","ENSG00000144369",119.442779107674,-2.05916454250107,0.175639418753189,-6.03033504676659,1.63620102544968e-09,2.61135239290489e-08,"FAM171B"
"45","ENSG00000171867",2562.24552361345,-1.87101739411529,0.145008167282826,-6.00667817845354,1.89362855191667e-09,3.00257818533503e-08,"PRNP"
"46","ENSG00000176887",42.7028461214993,-2.43788490946096,0.239575459366007,-6.00180382943255,1.95137378072935e-09,3.08984085539664e-08,"SOX11"
"47","ENSG00000249751",55.7380625401326,-1.79611073901838,0.132672240577999,-6.00058260529894,1.96610796696371e-09,3.11172995178803e-08,"ECSCR"
"48","ENSG00000240583",2496.78662175951,-2.10890481907394,0.18487247873341,-5.99821469734824,1.99498646815303e-09,3.15597442851825e-08,"AQP1"
"49","ENSG00000161243",34.7231218880976,-2.41804333224258,0.236881861616418,-5.98628921001481,2.14682497302571e-09,3.38053240570506e-08,"FBXO27"
"50","ENSG00000176971",325.247498807489,-2.02393985860294,0.171336018608401,-5.97620901267246,2.28389940590061e-09,3.58976483172957e-08,"FIBIN"
"51","ENSG00000169744",254.387785773199,-1.6889321444473,0.116601589976922,-5.90842838921545,3.45386892628288e-09,5.34029683916357e-08,"LDB2"
"52","ENSG00000253522",119.491503987044,2.38401394957161,0.234588507798491,5.89975170804385,3.6404899858446e-09,5.60855298134671e-08,"MIR3142HG"
"53","ENSG00000206052",40.0117210129629,-2.04375919979271,0.177041646962285,-5.89555744482578,3.73418567544458e-09,5.74513373090677e-08,"DOK6"
"54","ENSG00000162692",614.698663163389,-1.86895622396591,0.148055631335449,-5.86911970944976,4.38115031554936e-09,6.70429743452867e-08,"VCAM1"
"55","ENSG00000242759",5.04052270014432,-2.57995687061662,0.270424950905569,-5.84249665323352,5.14242200007257e-09,7.83611921813643e-08,"LINC00882"
"56","ENSG00000140274",1105.45494979752,3.17119978818395,0.373896254396651,5.80695784633513,6.36181451331141e-09,9.62789695873871e-08,"DUOXA2"
"57","ENSG00000110786",11.1467205221368,-2.43608086201384,0.247629221369532,-5.79931905480093,6.65847412862532e-09,1.00675186448998e-07,"PTPN5"
"58","ENSG00000241978",19.9307889099558,-2.11783357581039,0.193893205262658,-5.76520241798114,8.15598925998029e-09,1.22504678752938e-07,"AKAP2"
"59","ENSG00000175697",8.07119443931563,-2.44766740322003,0.251210896725602,-5.7627571975961,8.27508005144438e-09,1.24238861062221e-07,"GPR156"
"60","ENSG00000246430",5.80930190628851,-2.61639931296884,0.28221113157875,-5.72762422207217,1.01846856285427e-08,1.51643581401289e-07,"LINC00968"
"61","ENSG00000136859",1828.78181181419,-1.83914374794371,0.146809300112069,-5.71587595134051,1.09140336631693e-08,1.61728285569616e-07,"ANGPTL2"
"62","ENSG00000214652",5.47898273530323,-3.37096774526414,0.41966488068943,-5.64966918692145,1.60756899188527e-08,2.3465565139449e-07,"ZNF727"
"63","ENSG00000176435",357.853400710039,-1.66355811520392,0.11749183255032,-5.64769568063149,1.62612696643417e-08,2.37162015676273e-07,"CLEC14A"
"64","ENSG00000184985",154.639489563896,-1.92779770173856,0.164842160547989,-5.62840051752693,1.81888355576411e-08,2.64147634823075e-07,"SORCS2"
"65","ENSG00000243284",14.8066399592617,2.77955001774906,0.317672868914574,5.60183192171695,2.12098170592258e-08,3.05811390125135e-07,"VSIG8"
"66","ENSG00000159403",5708.53838068115,-1.75488719934186,0.13477410313301,-5.60112945880149,2.12959609872136e-08,3.0692399760071e-07,"C1R"
"67","ENSG00000162426",41.6165075339023,-1.84817493716951,0.151905111345919,-5.5835839206098,2.35612005213221e-08,3.38003861108652e-07,"SLC45A1"
"68","ENSG00000183722",601.135651437747,-1.69379248297111,0.124472047211925,-5.57388183541215,2.49124746058358e-08,3.56193164732373e-07,"LHFP"
"69","ENSG00000182218",116.569938365938,-1.80159608895316,0.14409043167016,-5.56314586375942,2.64954243134324e-08,3.77877586808093e-07,"HHIPL1"
"70","ENSG00000172156",199.241119674028,-2.37427895460194,0.247330750924901,-5.55644192831979,2.75329262780236e-08,3.92183590725215e-07,"CCL11"
"71","ENSG00000260172",2.28173977832707,4.88306248965488,0.699273402085016,5.55299612151241,2.80814308445912e-08,3.99663528248624e-07,"LINC01413"
"72","ENSG00000125798",1683.0497826298,1.86683891403107,0.156380170333796,5.54315110528908,2.97076282729768e-08,4.21579485321704e-07,"FOXA2"
"73","ENSG00000139220",22.3923368710379,-2.13751275082955,0.205727438836236,-5.52922234031719,3.2165346278817e-08,4.55511403433155e-07,"PPFIA2"
"74","ENSG00000100234",281.912671765489,-2.04997930850341,0.190687533752566,-5.5062818624832,3.66491583554128e-08,5.15167815599565e-07,"TIMP3"
"75","ENSG00000174080",634.633939211975,-1.95584476635259,0.173614804654245,-5.50554872469635,3.68020152130641e-08,5.17103860285166e-07,"CTSF"
"76","ENSG00000186231",91.5576049789594,2.37344723088768,0.250115032571047,5.49126222750142,3.99071317362256e-08,5.58667160333583e-07,"KLHL32"
"77","ENSG00000196628",1178.16256468161,-1.78003712083506,0.142793874405493,-5.46267915260834,4.69001821591881e-08,6.5255581086447e-07,"TCF4"
"78","ENSG00000244953",6.44708398322345,-2.22652861262631,0.225862127254697,-5.43043062391418,5.62182312867092e-08,7.74950183373968e-07,"RP11-613D13.8"
"79","ENSG00000139549",10.4017781199813,-2.04602449888963,0.192737725430661,-5.42719125979282,5.72477738440965e-08,7.88824021214947e-07,"DHH"
"80","ENSG00000107130",1305.22473656853,-1.83272817118872,0.153462868157083,-5.42625184312568,5.75497433289247e-08,7.92346164092879e-07,"NCS1"
"81","ENSG00000142765",731.834149086918,2.07253671740524,0.197681647179098,5.42557557927229,5.77680789144151e-08,7.95032023256117e-07,"SYTL1"
"82","ENSG00000110237",939.904298874158,-1.6761127907536,0.124810146631533,-5.41713000906591,6.0563303874513e-08,8.32161216340073e-07,"ARHGEF17"
"83","ENSG00000109113",558.507764877607,-1.77346215405093,0.142838135947469,-5.41495552935097,6.13039403006349e-08,8.41999398600845e-07,"RAB34"
"84","ENSG00000071909",22.3673185735428,2.46967178995147,0.274239247437223,5.35908628573632,8.36439018560999e-08,1.13605499755766e-06,"MYO3B"
"85","ENSG00000196700",230.673705187832,-1.74271422249987,0.138662660701267,-5.35626691961408,8.49589735339723e-08,1.15208546974708e-06,"ZNF512B"
"86","ENSG00000188763",36.3502650892129,2.74434253685996,0.327702565017509,5.3229444107853,1.02100953733678e-07,1.37526524993677e-06,"FZD9"
"87","ENSG00000150048",50.2410078467372,-1.73159978223404,0.137602707538978,-5.31675426536798,1.05634573876099e-07,1.42118203169158e-06,"CLEC1A"
"88","ENSG00000266578",3.88369599352273,3.05772468169754,0.388239919728232,5.30013678948301,1.15715950798343e-07,1.55010403369598e-06,"RP11-838N2.5"
"89","ENSG00000123843",330.705436116235,2.19515113329999,0.225536870381829,5.29913858996367,1.16350296251086e-07,1.55799108015654e-06,"C4BPB"
"90","ENSG00000182247",234.135226868629,-1.83210458989902,0.157114604471326,-5.29616322237493,1.18261138699941e-07,1.58171959608614e-06,"UBE2E2"
"91","ENSG00000064651",18585.7178304082,1.76419114459266,0.145685919043297,5.24547018415381,1.55884268983986e-07,2.06153176769305e-06,"SLC12A2"
"92","ENSG00000254535",20.1090952762177,-1.96709800002858,0.185305938973612,-5.21892609262944,1.79963553314255e-07,2.35717779065177e-06,"PABPC4L"
"93","ENSG00000144366",377.018366700266,-2.09843784207956,0.210726234009177,-5.21262977646969,1.86182232186167e-07,2.43676331911037e-06,"GULP1"
"94","ENSG00000189366",83.6723373717202,1.98825244876517,0.189966553247224,5.20224445762855,1.96895994013789e-07,2.5730452795701e-06,"ALG1L"
"95","ENSG00000174004",138.213534749222,-1.75670145700117,0.14597886017152,-5.18363724796915,2.17599965504038e-07,2.83926428271796e-06,"NRROS"
"96","ENSG00000160182",5040.6526403781,2.70186110099123,0.328566201128309,5.17965967024903,2.22291073915785e-07,2.8982618813444e-06,"TFF1"
"97","ENSG00000117152",115.813625462706,-2.23487760359858,0.240187606268204,-5.14130442775497,2.72837558450064e-07,3.52502825894704e-06,"RGS4"
"98","ENSG00000167994",295.357062233271,-1.74685745045286,0.145338759389794,-5.13873555539176,2.76593317735783e-07,3.57220217609198e-06,"RAB3IL1"
"99","ENSG00000111339",14.5821368864035,-2.93210314343539,0.376346055710318,-5.13384719759777,2.838786011465e-07,3.65799994677507e-06,"ART4"
"100","ENSG00000072041",11.249209414932,-3.56976064065583,0.500579559706064,-5.13357085967469,2.84295923755945e-07,3.66199715505679e-06,"SLC6A15"
"101","ENSG00000255223",0.960921258664947,3.37490219939491,0.46274203400943,5.1322378881762,2.86317298983306e-07,3.68525722253136e-06,"OR5M11"
"102","ENSG00000174175",147.120676329423,-2.14308637681841,0.224991874628729,-5.08056737028692,3.76309246900879e-07,4.79660996068361e-06,"SELP"
"103","ENSG00000129295",214.772444988082,1.91407428276356,0.180394490037512,5.06708537812594,4.03953128865562e-07,5.13556774391897e-06,"LRRC6"
"104","ENSG00000109927",13.666046244055,-1.79533476684696,0.15735097942631,-5.05452695462522,4.31458822976071e-07,5.47914239311291e-06,"TECTA"
"105","ENSG00000224739",52.316620213112,2.03002495050455,0.204124586339737,5.04606019771775,4.51013360162221e-07,5.71261309022071e-06,"AC016735.1"
"106","ENSG00000150630",125.966537001544,-1.63015812216915,0.125062407258236,-5.03874934110265,4.68583680307995e-07,5.92199692976307e-06,"VEGFC"
"107","ENSG00000187944",7.168003793023,2.59852173364662,0.318032256066016,5.02628806719154,5.00064551187757e-07,6.31052297781642e-06,"C2orf66"
